Date,Year,Gold_24K_1gm_INR,Gold_24K_10gm_INR,Gold_916_1gm_INR,Gold_916_10gm_INR
2017-11-07,2017,7129.1,71290.97,6530.25,65302.53
2017-11-08,2017,7097.87,70978.66,6501.64,65016.45
2017-11-09,2017,7002.13,70021.34,6413.95,64139.55
2017-11-10,2017,7173.9,71739.04,6571.3,65712.96
2017-11-11,2017,7043.79,70437.93,6452.11,64521.15
2017-11-12,2017,7236.13,72361.26,6628.29,66282.92
2017-11-13,2017,7031.7,70316.97,6441.03,64410.35
2017-11-14,2017,7092.61,70926.07,6496.83,64968.28
2017-11-15,2017,7067.91,70679.09,6474.2,64742.05
2017-11-16,2017,7082.9,70828.98,6487.93,64879.34
2017-11-17,2017,7052.85,70528.53,6460.41,64604.13
2017-11-18,2017,7059.01,70590.08,6466.05,64660.51
2017-11-19,2017,7124.35,71243.46,6525.9,65259.01
2017-11-20,2017,7199.84,71998.44,6595.06,65950.57
2017-11-21,2017,7151.72,71517.22,6550.98,65509.77
2017-11-22,2017,7069.79,70697.88,6475.93,64759.26
2017-11-23,2017,7053.71,70537.12,6461.2,64612.0
2017-11-24,2017,7067.54,70675.37,6473.86,64738.64
2017-11-25,2017,7120.86,71208.56,6522.7,65227.04
2017-11-26,2017,7050.17,70501.69,6457.96,64579.55
2017-11-27,2017,7130.19,71301.86,6531.25,65312.5
2017-11-28,2017,7166.27,71662.7,6564.3,65643.03
2017-11-29,2017,7123.86,71238.59,6525.46,65254.55
2017-11-30,2017,7179.38,71793.77,6576.31,65763.1
2017-12-01,2017,7160.08,71600.75,6558.63,65586.29
2017-12-02,2017,7121.83,71218.33,6523.6,65235.99
2017-12-03,2017,7062.75,70627.51,6469.48,64694.79
2017-12-04,2017,7082.8,70828.02,6487.85,64878.47
2017-12-05,2017,7089.08,70890.84,6493.6,64936.01
2017-12-06,2017,7004.34,70043.43,6415.98,64159.78
2017-12-07,2017,7110.8,71108.0,6513.49,65134.93
2017-12-08,2017,7059.81,70598.09,6466.78,64667.85
2017-12-09,2017,7158.92,71589.23,6557.57,65575.74
2017-12-10,2017,7143.24,71432.43,6543.21,65432.1
2017-12-11,2017,7146.53,71465.3,6546.22,65462.22
2017-12-12,2017,7174.25,71742.49,6571.61,65716.12
2017-12-13,2017,7140.38,71403.83,6540.59,65405.91
2017-12-14,2017,7093.12,70931.17,6497.3,64972.95
2017-12-15,2017,7077.01,70770.13,6482.54,64825.44
2017-12-16,2017,7146.44,71464.43,6546.14,65461.42
2017-12-17,2017,7211.61,72116.13,6605.84,66058.37
2017-12-18,2017,7182.19,71821.91,6578.89,65788.87
2017-12-19,2017,7203.26,72032.56,6598.18,65981.83
2017-12-20,2017,7221.85,72218.48,6615.21,66152.13
2017-12-21,2017,7246.43,72464.28,6637.73,66377.28
2017-12-22,2017,7148.27,71482.71,6547.82,65478.16
2017-12-23,2017,7206.54,72065.39,6601.19,66011.89
2017-12-24,2017,7214.67,72146.66,6608.63,66086.34
2017-12-25,2017,7141.09,71410.89,6541.24,65412.37
2017-12-26,2017,7153.55,71535.51,6552.65,65526.53
2017-12-27,2017,7124.73,71247.29,6526.25,65262.52
2017-12-28,2017,7163.98,71639.83,6562.21,65622.08
2017-12-29,2017,7096.92,70969.21,6500.78,65007.8
2017-12-30,2017,7234.58,72345.78,6626.87,66268.74
2017-12-31,2017,7199.55,71995.5,6594.79,65947.88
2018-01-01,2018,7151.51,71515.07,6550.78,65507.81
2018-01-02,2018,7165.07,71650.71,6563.21,65632.05
2018-01-03,2018,7313.6,73135.99,6699.26,66992.57
2018-01-04,2018,7196.83,71968.3,6592.3,65922.97
2018-01-05,2018,7179.1,71790.98,6576.05,65760.54
2018-01-06,2018,6958.39,69583.86,6373.88,63738.82
2018-01-07,2018,7325.76,73257.57,6710.39,67103.94
2018-01-08,2018,7143.74,71437.37,6543.66,65436.63
2018-01-09,2018,7187.11,71871.13,6583.4,65833.95
2018-01-10,2018,7117.52,71175.17,6519.65,65196.46
2018-01-11,2018,7107.92,71079.25,6510.86,65108.59
2018-01-12,2018,7251.91,72519.05,6642.75,66427.45
2018-01-13,2018,7130.34,71303.42,6531.39,65313.93
2018-01-14,2018,7095.61,70956.07,6499.58,64995.76
2018-01-15,2018,7152.81,71528.06,6551.97,65519.7
2018-01-16,2018,7094.0,70940.03,6498.11,64981.07
2018-01-17,2018,7213.02,72130.17,6607.12,66071.23
2018-01-18,2018,7135.09,71350.88,6535.74,65357.41
2018-01-19,2018,7044.8,70447.97,6453.03,64530.34
2018-01-20,2018,7137.44,71374.45,6537.9,65378.99
2018-01-21,2018,7252.67,72526.69,6643.44,66434.45
2018-01-22,2018,7235.62,72356.18,6627.83,66278.26
2018-01-23,2018,7229.17,72291.66,6621.92,66219.16
2018-01-24,2018,7219.35,72193.47,6612.92,66129.22
2018-01-25,2018,7315.2,73152.05,6700.73,67007.28
2018-01-26,2018,7178.67,71786.65,6575.66,65756.57
2018-01-27,2018,7212.04,72120.45,6606.23,66062.33
2018-01-28,2018,7210.37,72103.75,6604.7,66047.03
2018-01-29,2018,7198.28,71982.77,6593.62,65936.22
2018-01-30,2018,7215.29,72152.89,6609.21,66092.05
2018-01-31,2018,7253.84,72538.37,6644.51,66445.15
2018-02-01,2018,7200.86,72008.58,6595.99,65959.86
2018-02-02,2018,7243.03,72430.25,6634.61,66346.11
2018-02-03,2018,7203.02,72030.17,6597.96,65979.64
2018-02-04,2018,7255.16,72551.63,6645.73,66457.3
2018-02-05,2018,7135.3,71353.02,6535.94,65359.37
2018-02-06,2018,7251.3,72512.97,6642.19,66421.88
2018-02-07,2018,7171.18,71711.85,6568.81,65688.05
2018-02-08,2018,7216.57,72165.66,6610.37,66103.75
2018-02-09,2018,7164.57,71645.74,6562.75,65627.5
2018-02-10,2018,7229.42,72294.22,6622.15,66221.5
2018-02-11,2018,7149.3,71493.0,6548.76,65487.59
2018-02-12,2018,6965.84,69658.39,6380.71,63807.09
2018-02-13,2018,7169.8,71697.96,6567.53,65675.33
2018-02-14,2018,7173.25,71732.46,6570.69,65706.93
2018-02-15,2018,7267.46,72674.56,6656.99,66569.89
2018-02-16,2018,7331.74,73317.38,6715.87,67158.72
2018-02-17,2018,7235.14,72351.39,6627.39,66273.88
2018-02-18,2018,7226.31,72263.15,6619.3,66193.04
2018-02-19,2018,7188.86,71888.61,6585.0,65849.96
2018-02-20,2018,7196.04,71960.44,6591.58,65915.76
2018-02-21,2018,7124.81,71248.06,6526.32,65263.22
2018-02-22,2018,7084.2,70841.96,6489.12,64891.23
2018-02-23,2018,7171.62,71716.16,6569.2,65692.0
2018-02-24,2018,7270.59,72705.94,6659.86,66598.64
2018-02-25,2018,7125.15,71251.54,6526.64,65266.41
2018-02-26,2018,7120.97,71209.67,6522.81,65228.06
2018-02-27,2018,7191.09,71910.95,6587.04,65870.43
2018-02-28,2018,7085.33,70853.35,6490.17,64901.67
2018-03-01,2018,7240.87,72408.67,6632.63,66326.34
2018-03-02,2018,7291.61,72916.13,6679.12,66791.18
2018-03-03,2018,7184.97,71849.71,6581.43,65814.33
2018-03-04,2018,7154.89,71548.85,6553.88,65538.75
2018-03-05,2018,7257.13,72571.3,6647.53,66475.31
2018-03-06,2018,7211.5,72114.98,6605.73,66057.32
2018-03-07,2018,7255.42,72554.2,6645.97,66459.65
2018-03-08,2018,7132.93,71329.28,6533.76,65337.62
2018-03-09,2018,7314.25,73142.54,6699.86,66998.56
2018-03-10,2018,7167.54,71675.39,6565.47,65654.66
2018-03-11,2018,7213.28,72132.81,6607.37,66073.66
2018-03-12,2018,7196.64,71966.41,6592.12,65921.23
2018-03-13,2018,7152.22,71522.24,6551.44,65514.38
2018-03-14,2018,7265.33,72653.27,6655.04,66550.4
2018-03-15,2018,7153.15,71531.46,6552.28,65522.82
2018-03-16,2018,7276.22,72762.21,6665.02,66650.18
2018-03-17,2018,7248.47,72484.69,6639.6,66395.98
2018-03-18,2018,7303.45,73034.48,6689.96,66899.58
2018-03-19,2018,7350.77,73507.75,6733.31,67333.1
2018-03-20,2018,7246.22,72462.23,6637.54,66375.41
2018-03-21,2018,7176.7,71766.97,6573.85,65738.55
2018-03-22,2018,7190.7,71907.01,6586.68,65866.82
2018-03-23,2018,7230.33,72303.34,6622.99,66229.86
2018-03-24,2018,7307.13,73071.34,6693.33,66933.34
2018-03-25,2018,7236.11,72361.1,6628.28,66282.77
2018-03-26,2018,7190.32,71903.17,6586.33,65863.3
2018-03-27,2018,7170.14,71701.4,6567.85,65678.48
2018-03-28,2018,7259.97,72599.73,6650.13,66501.35
2018-03-29,2018,7227.83,72278.34,6620.7,66206.96
2018-03-30,2018,7193.49,71934.92,6589.24,65892.38
2018-03-31,2018,7263.1,72630.97,6653.0,66529.97
2018-04-01,2018,7171.78,71717.75,6569.35,65693.46
2018-04-02,2018,7247.65,72476.53,6638.85,66388.5
2018-04-03,2018,7267.19,72671.87,6656.74,66567.43
2018-04-04,2018,7243.2,72432.03,6634.77,66347.74
2018-04-05,2018,7295.86,72958.61,6683.01,66830.08
2018-04-06,2018,7105.32,71053.18,6508.47,65084.72
2018-04-07,2018,7074.46,70744.57,6480.2,64802.03
2018-04-08,2018,7186.7,71867.01,6583.02,65830.18
2018-04-09,2018,7206.34,72063.35,6601.0,66010.03
2018-04-10,2018,7431.76,74317.6,6807.49,68074.92
2018-04-11,2018,7151.93,71519.35,6551.17,65511.72
2018-04-12,2018,7419.51,74195.1,6796.27,67962.71
2018-04-13,2018,7243.93,72439.27,6635.44,66354.37
2018-04-14,2018,7230.09,72300.85,6622.76,66227.58
2018-04-15,2018,7290.39,72903.87,6677.99,66779.94
2018-04-16,2018,7371.1,73710.99,6751.93,67519.27
2018-04-17,2018,7335.74,73357.41,6719.54,67195.39
2018-04-18,2018,7219.82,72198.22,6613.36,66133.57
2018-04-19,2018,7099.34,70993.4,6503.0,65029.96
2018-04-20,2018,7384.21,73842.13,6763.94,67639.39
2018-04-21,2018,7231.18,72311.77,6623.76,66237.58
2018-04-22,2018,7341.94,73419.43,6725.22,67252.2
2018-04-23,2018,7360.14,73601.44,6741.89,67418.92
2018-04-24,2018,7264.35,72643.48,6654.14,66541.42
2018-04-25,2018,7147.47,71474.67,6547.08,65470.8
2018-04-26,2018,7337.64,73376.37,6721.28,67212.76
2018-04-27,2018,7395.83,73958.28,6774.58,67745.78
2018-04-28,2018,7218.49,72184.86,6612.13,66121.34
2018-04-29,2018,7332.13,73321.29,6716.23,67162.3
2018-04-30,2018,7173.16,71731.58,6570.61,65706.12
2018-05-01,2018,7202.19,72021.88,6597.2,65972.04
2018-05-02,2018,7308.78,73087.78,6694.84,66948.4
2018-05-03,2018,7276.34,72763.36,6665.12,66651.24
2018-05-04,2018,7301.72,73017.19,6688.37,66883.75
2018-05-05,2018,7340.17,73401.69,6723.59,67235.95
2018-05-06,2018,7328.93,73289.25,6713.3,67132.95
2018-05-07,2018,7233.66,72336.6,6626.03,66260.32
2018-05-08,2018,7238.52,72385.18,6630.48,66304.83
2018-05-09,2018,7289.55,72895.47,6677.23,66772.25
2018-05-10,2018,7387.84,73878.39,6767.26,67672.6
2018-05-11,2018,7328.06,73280.55,6712.5,67124.99
2018-05-12,2018,7330.29,73302.94,6714.55,67145.49
2018-05-13,2018,7418.72,74187.21,6795.55,67955.49
2018-05-14,2018,7353.55,73535.52,6735.85,67358.54
2018-05-15,2018,7378.28,73782.77,6758.5,67585.02
2018-05-16,2018,7227.04,72270.36,6619.97,66199.65
2018-05-17,2018,7393.9,73939.02,6772.81,67728.14
2018-05-18,2018,7403.82,74038.24,6781.9,67819.03
2018-05-19,2018,7374.49,73744.89,6755.03,67550.32
2018-05-20,2018,7301.15,73011.51,6687.85,66878.54
2018-05-21,2018,7311.58,73115.82,6697.41,66974.09
2018-05-22,2018,7254.08,72540.81,6644.74,66447.38
2018-05-23,2018,7233.28,72332.81,6625.69,66256.86
2018-05-24,2018,7380.81,73808.11,6760.82,67608.23
2018-05-25,2018,7284.28,72842.8,6672.4,66724.01
2018-05-26,2018,7302.6,73025.97,6689.18,66891.79
2018-05-27,2018,7241.12,72411.24,6632.87,66328.7
2018-05-28,2018,7286.06,72860.62,6674.03,66740.33
2018-05-29,2018,7311.08,73110.81,6696.95,66969.5
2018-05-30,2018,7294.38,72943.84,6681.66,66816.55
2018-05-31,2018,7355.26,73552.57,6737.42,67374.15
2018-06-01,2018,7237.54,72375.36,6629.58,66295.83
2018-06-02,2018,7251.04,72510.4,6641.95,66419.53
2018-06-03,2018,7295.5,72955.04,6682.68,66826.81
2018-06-04,2018,7275.92,72759.24,6664.75,66647.47
2018-06-05,2018,7400.46,74004.62,6778.82,67788.23
2018-06-06,2018,7333.85,73338.49,6717.81,67178.06
2018-06-07,2018,7295.07,72950.72,6682.29,66822.86
2018-06-08,2018,7320.46,73204.64,6705.55,67055.45
2018-06-09,2018,7358.09,73580.86,6740.01,67400.07
2018-06-10,2018,7229.25,72292.5,6621.99,66219.93
2018-06-11,2018,7354.16,73541.59,6736.41,67364.09
2018-06-12,2018,7298.21,72982.12,6685.16,66851.62
2018-06-13,2018,7374.13,73741.29,6754.7,67547.02
2018-06-14,2018,7282.06,72820.64,6670.37,66703.71
2018-06-15,2018,7331.74,73317.37,6715.87,67158.71
2018-06-16,2018,7392.86,73928.56,6771.86,67718.56
2018-06-17,2018,7386.46,73864.56,6765.99,67659.93
2018-06-18,2018,7324.34,73243.44,6709.1,67090.99
2018-06-19,2018,7440.48,74404.76,6815.48,68154.76
2018-06-20,2018,7355.88,73558.79,6737.98,67379.85
2018-06-21,2018,7395.85,73958.52,6774.6,67746.01
2018-06-22,2018,7195.41,71954.12,6591.0,65909.97
2018-06-23,2018,7202.1,72020.99,6597.12,65971.22
2018-06-24,2018,7376.9,73768.97,6757.24,67572.37
2018-06-25,2018,7286.7,72867.04,6674.62,66746.21
2018-06-26,2018,7346.33,73463.31,6729.24,67292.39
2018-06-27,2018,7356.21,73562.11,6738.29,67382.89
2018-06-28,2018,7261.74,72617.38,6651.75,66517.52
2018-06-29,2018,7330.94,73309.36,6715.14,67151.38
2018-06-30,2018,7346.87,73468.68,6729.73,67297.31
2018-07-01,2018,7386.09,73860.87,6765.66,67656.56
2018-07-02,2018,7480.34,74803.35,6851.99,68519.87
2018-07-03,2018,7356.68,73566.85,6738.72,67387.23
2018-07-04,2018,7330.46,73304.64,6714.71,67147.05
2018-07-05,2018,7331.45,73314.49,6715.61,67156.07
2018-07-06,2018,7397.78,73977.77,6776.36,67763.64
2018-07-07,2018,7322.92,73229.17,6707.79,67077.92
2018-07-08,2018,7376.71,73767.06,6757.06,67570.63
2018-07-09,2018,7305.13,73051.26,6691.5,66914.96
2018-07-10,2018,7423.53,74235.35,6799.96,67999.58
2018-07-11,2018,7360.24,73602.36,6741.98,67419.76
2018-07-12,2018,7325.44,73254.37,6710.1,67101.0
2018-07-13,2018,7461.77,74617.66,6834.98,68349.77
2018-07-14,2018,7332.58,73325.77,6716.64,67166.41
2018-07-15,2018,7341.77,73417.68,6725.06,67250.6
2018-07-16,2018,7264.7,72647.02,6654.47,66544.67
2018-07-17,2018,7372.9,73729.01,6753.58,67535.78
2018-07-18,2018,7300.26,73002.62,6687.04,66870.4
2018-07-19,2018,7482.49,74824.86,6853.96,68539.58
2018-07-20,2018,7256.81,72568.07,6647.24,66472.35
2018-07-21,2018,7380.28,73802.82,6760.34,67603.38
2018-07-22,2018,7376.69,73766.91,6757.05,67570.49
2018-07-23,2018,7419.51,74195.06,6796.27,67962.68
2018-07-24,2018,7342.39,73423.9,6725.63,67256.29
2018-07-25,2018,7387.81,73878.06,6767.23,67672.31
2018-07-26,2018,7479.55,74795.47,6851.26,68512.65
2018-07-27,2018,7276.66,72766.57,6665.42,66654.17
2018-07-28,2018,7314.84,73148.38,6700.39,67003.92
2018-07-29,2018,7220.61,72206.09,6614.08,66140.78
2018-07-30,2018,7398.32,73983.25,6776.87,67768.66
2018-07-31,2018,7394.66,73946.62,6773.51,67735.1
2018-08-01,2018,7306.46,73064.58,6692.72,66927.15
2018-08-02,2018,7238.23,72382.27,6630.22,66302.16
2018-08-03,2018,7367.12,73671.16,6748.28,67482.78
2018-08-04,2018,7486.01,74860.06,6857.18,68571.81
2018-08-05,2018,7363.04,73630.4,6744.54,67445.44
2018-08-06,2018,7344.91,73449.06,6727.93,67279.34
2018-08-07,2018,7363.83,73638.29,6745.27,67452.67
2018-08-08,2018,7343.22,73432.23,6726.39,67263.92
2018-08-09,2018,7317.84,73178.44,6703.15,67031.45
2018-08-10,2018,7364.33,73643.32,6745.73,67457.28
2018-08-11,2018,7313.48,73134.83,6699.15,66991.5
2018-08-12,2018,7446.68,74466.81,6821.16,68211.6
2018-08-13,2018,7346.42,73464.16,6729.32,67293.17
2018-08-14,2018,7394.26,73942.58,6773.14,67731.41
2018-08-15,2018,7268.6,72685.96,6658.03,66580.34
2018-08-16,2018,7485.5,74854.95,6856.71,68567.14
2018-08-17,2018,7423.95,74239.51,6800.34,68003.4
2018-08-18,2018,7375.12,73751.18,6755.61,67556.08
2018-08-19,2018,7407.46,74074.63,6785.24,67852.36
2018-08-20,2018,7454.09,74540.91,6827.95,68279.47
2018-08-21,2018,7402.52,74025.19,6780.71,67807.08
2018-08-22,2018,7505.68,75056.77,6875.2,68752.0
2018-08-23,2018,7267.37,72673.66,6656.91,66569.08
2018-08-24,2018,7426.56,74265.64,6802.73,68027.33
2018-08-25,2018,7326.28,73262.84,6710.88,67108.76
2018-08-26,2018,7438.53,74385.25,6813.69,68136.89
2018-08-27,2018,7331.47,73314.68,6715.62,67156.24
2018-08-28,2018,7375.7,73756.98,6756.14,67561.39
2018-08-29,2018,7285.88,72858.81,6673.87,66738.67
2018-08-30,2018,7462.24,74622.44,6835.42,68354.16
2018-08-31,2018,7389.95,73899.54,6769.2,67691.98
2018-09-01,2018,7379.92,73799.16,6760.0,67600.03
2018-09-02,2018,7273.92,72739.22,6662.91,66629.12
2018-09-03,2018,7446.56,74465.57,6821.05,68210.46
2018-09-04,2018,7363.75,73637.53,6745.2,67451.98
2018-09-05,2018,7418.84,74188.4,6795.66,67956.57
2018-09-06,2018,7357.82,73578.22,6739.77,67397.65
2018-09-07,2018,7492.97,74929.65,6863.56,68635.56
2018-09-08,2018,7411.52,74115.15,6788.95,67889.48
2018-09-09,2018,7391.33,73913.32,6770.46,67704.6
2018-09-10,2018,7373.25,73732.47,6753.89,67538.94
2018-09-11,2018,7462.75,74627.49,6835.88,68358.78
2018-09-12,2018,7336.81,73368.15,6720.52,67205.22
2018-09-13,2018,7377.96,73779.65,6758.22,67582.16
2018-09-14,2018,7287.02,72870.23,6674.91,66749.13
2018-09-15,2018,7410.06,74100.63,6787.62,67876.18
2018-09-16,2018,7380.02,73800.18,6760.1,67600.96
2018-09-17,2018,7434.89,74348.93,6810.36,68103.62
2018-09-18,2018,7389.6,73896.02,6768.88,67688.75
2018-09-19,2018,7525.77,75257.66,6893.6,68936.02
2018-09-20,2018,7384.32,73843.16,6764.03,67640.34
2018-09-21,2018,7414.81,74148.15,6791.97,67919.7
2018-09-22,2018,7437.05,74370.48,6812.34,68123.36
2018-09-23,2018,7397.78,73977.8,6776.37,67763.66
2018-09-24,2018,7189.13,71891.34,6585.25,65852.46
2018-09-25,2018,7334.52,73345.17,6718.42,67184.17
2018-09-26,2018,7444.98,74449.83,6819.6,68196.05
2018-09-27,2018,7286.87,72868.66,6674.77,66747.69
2018-09-28,2018,7406.57,74065.7,6784.42,67844.18
2018-09-29,2018,7429.47,74294.7,6805.39,68053.94
2018-09-30,2018,7472.35,74723.51,6844.67,68446.73
2018-10-01,2018,7391.19,73911.88,6770.33,67703.28
2018-10-02,2018,7583.28,75832.79,6946.28,69462.84
2018-10-03,2018,7494.06,74940.55,6864.55,68645.55
2018-10-04,2018,7465.04,74650.43,6837.98,68379.79
2018-10-05,2018,7510.99,75109.88,6880.07,68800.65
2018-10-06,2018,7506.45,75064.45,6875.9,68759.04
2018-10-07,2018,7494.88,74948.8,6865.31,68653.1
2018-10-08,2018,7462.05,74620.52,6835.24,68352.39
2018-10-09,2018,7579.66,75796.62,6942.97,69429.7
2018-10-10,2018,7410.75,74107.54,6788.25,67882.51
2018-10-11,2018,7432.29,74322.86,6807.97,68079.74
2018-10-12,2018,7532.31,75323.09,6899.6,68995.95
2018-10-13,2018,7395.79,73957.9,6774.54,67745.44
2018-10-14,2018,7452.4,74524.04,6826.4,68264.02
2018-10-15,2018,7467.18,74671.82,6839.94,68399.38
2018-10-16,2018,7429.03,74290.28,6804.99,68049.9
2018-10-17,2018,7419.13,74191.27,6795.92,67959.2
2018-10-18,2018,7384.34,73843.36,6764.05,67640.52
2018-10-19,2018,7446.0,74460.05,6820.54,68205.4
2018-10-20,2018,7484.99,74849.91,6856.25,68562.52
2018-10-21,2018,7456.99,74569.9,6830.6,68306.03
2018-10-22,2018,7441.75,74417.55,6816.65,68166.47
2018-10-23,2018,7548.74,75487.42,6914.65,69146.48
2018-10-24,2018,7350.63,73506.26,6733.17,67331.73
2018-10-25,2018,7445.14,74451.4,6819.75,68197.48
2018-10-26,2018,7304.7,73046.99,6691.1,66911.04
2018-10-27,2018,7518.61,75186.14,6887.05,68870.5
2018-10-28,2018,7642.43,76424.35,7000.47,70004.7
2018-10-29,2018,7384.49,73844.86,6764.19,67641.89
2018-10-30,2018,7516.08,75160.84,6884.73,68847.33
2018-10-31,2018,7470.85,74708.53,6843.3,68433.01
2018-11-01,2018,7452.27,74522.72,6826.28,68262.82
2018-11-02,2018,7703.13,77031.27,7056.06,70560.64
2018-11-03,2018,7500.4,75004.0,6870.37,68703.66
2018-11-04,2018,7577.64,75776.42,6941.12,69411.2
2018-11-05,2018,7519.09,75190.88,6887.48,68874.84
2018-11-06,2018,7443.83,74438.25,6818.54,68185.44
2018-11-07,2018,7476.79,74767.91,6848.74,68487.41
2018-11-08,2018,7518.94,75189.43,6887.35,68873.52
2018-11-09,2018,7417.17,74171.67,6794.13,67941.25
2018-11-10,2018,7440.33,74403.28,6815.34,68153.41
2018-11-11,2018,7542.97,75429.69,6909.36,69093.6
2018-11-12,2018,7475.34,74753.36,6847.41,68474.08
2018-11-13,2018,7453.3,74532.96,6827.22,68272.19
2018-11-14,2018,7465.71,74657.08,6838.59,68385.89
2018-11-15,2018,7495.66,74956.59,6866.02,68660.23
2018-11-16,2018,7398.07,73980.69,6776.63,67766.31
2018-11-17,2018,7456.05,74560.5,6829.74,68297.42
2018-11-18,2018,7418.34,74183.39,6795.2,67951.99
2018-11-19,2018,7343.9,73439.0,6727.01,67270.13
2018-11-20,2018,7591.66,75916.58,6953.96,69539.59
2018-11-21,2018,7348.9,73489.04,6731.6,67315.96
2018-11-22,2018,7507.22,75072.22,6876.62,68766.15
2018-11-23,2018,7518.31,75183.09,6886.77,68867.71
2018-11-24,2018,7506.54,75065.36,6875.99,68759.87
2018-11-25,2018,7388.31,73883.11,6767.69,67676.93
2018-11-26,2018,7347.98,73479.85,6730.75,67307.54
2018-11-27,2018,7474.08,74740.83,6846.26,68462.6
2018-11-28,2018,7428.11,74281.11,6804.15,68041.5
2018-11-29,2018,7499.65,74996.45,6869.67,68696.75
2018-11-30,2018,7483.71,74837.14,6855.08,68550.82
2018-12-01,2018,7540.96,75409.55,6907.51,69075.15
2018-12-02,2018,7412.22,74122.21,6789.59,67895.94
2018-12-03,2018,7590.04,75900.36,6952.47,69524.73
2018-12-04,2018,7683.99,76839.92,7038.54,70385.36
2018-12-05,2018,7478.49,74784.93,6850.3,68503.0
2018-12-06,2018,7593.57,75935.71,6955.71,69557.11
2018-12-07,2018,7486.7,74867.05,6857.82,68578.21
2018-12-08,2018,7535.49,75354.87,6902.51,69025.06
2018-12-09,2018,7356.37,73563.71,6738.44,67384.36
2018-12-10,2018,7506.35,75063.52,6875.82,68758.18
2018-12-11,2018,7527.98,75279.75,6895.63,68956.25
2018-12-12,2018,7430.01,74300.11,6805.89,68058.9
2018-12-13,2018,7550.6,75506.04,6916.35,69163.53
2018-12-14,2018,7543.8,75438.01,6910.12,69101.22
2018-12-15,2018,7558.5,75585.01,6923.59,69235.87
2018-12-16,2018,7493.53,74935.34,6864.08,68640.77
2018-12-17,2018,7633.53,76335.3,6992.31,69923.13
2018-12-18,2018,7506.23,75062.32,6875.71,68757.09
2018-12-19,2018,7489.2,74892.05,6860.11,68601.12
2018-12-20,2018,7633.82,76338.16,6992.58,69925.76
2018-12-21,2018,7507.46,75074.56,6876.83,68768.29
2018-12-22,2018,7486.43,74864.25,6857.57,68575.65
2018-12-23,2018,7593.5,75934.99,6955.64,69556.45
2018-12-24,2018,7553.71,75537.14,6919.2,69192.02
2018-12-25,2018,7457.16,74571.56,6830.75,68307.55
2018-12-26,2018,7523.45,75234.52,6891.48,68914.82
2018-12-27,2018,7448.29,74482.87,6822.63,68226.31
2018-12-28,2018,7482.51,74825.1,6853.98,68539.79
2018-12-29,2018,7518.12,75181.19,6886.6,68865.97
2018-12-30,2018,7496.78,74967.79,6867.05,68670.49
2018-12-31,2018,7545.07,75450.67,6911.28,69112.82
2019-01-01,2019,7468.16,74681.57,6840.83,68408.31
2019-01-02,2019,7571.22,75712.22,6935.24,69352.39
2019-01-03,2019,7557.2,75571.99,6922.39,69223.95
2019-01-04,2019,7585.21,75852.13,6948.05,69480.55
2019-01-05,2019,7573.77,75737.66,6937.57,69375.7
2019-01-06,2019,7513.34,75133.36,6882.22,68822.15
2019-01-07,2019,7441.82,74418.24,6816.71,68167.11
2019-01-08,2019,7543.79,75437.92,6910.11,69101.13
2019-01-09,2019,7494.11,74941.12,6864.61,68646.06
2019-01-10,2019,7651.1,76510.96,7008.4,70084.04
2019-01-11,2019,7668.76,76687.57,7024.58,70245.81
2019-01-12,2019,7482.34,74823.43,6853.83,68538.26
2019-01-13,2019,7536.51,75365.07,6903.44,69034.4
2019-01-14,2019,7591.02,75910.2,6953.37,69533.74
2019-01-15,2019,7473.42,74734.16,6845.65,68456.49
2019-01-16,2019,7635.78,76357.84,6994.38,69943.78
2019-01-17,2019,7636.56,76365.59,6995.09,69950.88
2019-01-18,2019,7481.82,74818.23,6853.35,68533.5
2019-01-19,2019,7483.54,74835.42,6854.92,68549.25
2019-01-20,2019,7362.88,73628.82,6744.4,67444.0
2019-01-21,2019,7514.04,75140.45,6882.87,68828.65
2019-01-22,2019,7488.56,74885.63,6859.52,68595.24
2019-01-23,2019,7500.07,75000.65,6870.06,68700.6
2019-01-24,2019,7516.01,75160.07,6884.66,68846.63
2019-01-25,2019,7576.12,75761.19,6939.73,69397.25
2019-01-26,2019,7620.75,76207.51,6980.61,69806.07
2019-01-27,2019,7411.86,74118.62,6789.27,67892.66
2019-01-28,2019,7658.52,76585.25,7015.21,70152.08
2019-01-29,2019,7589.45,75894.47,6951.93,69519.33
2019-01-30,2019,7574.65,75746.52,6938.38,69383.81
2019-01-31,2019,7561.82,75618.17,6926.62,69266.24
2019-02-01,2019,7440.12,74401.21,6815.15,68151.51
2019-02-02,2019,7720.47,77204.69,7071.95,70719.49
2019-02-03,2019,7644.08,76440.8,7001.98,70019.77
2019-02-04,2019,7574.61,75746.06,6938.34,69383.39
2019-02-05,2019,7604.58,76045.82,6965.8,69657.97
2019-02-06,2019,7517.19,75171.92,6885.75,68857.48
2019-02-07,2019,7608.65,76086.51,6969.52,69695.24
2019-02-08,2019,7606.66,76066.59,6967.7,69677.0
2019-02-09,2019,7527.08,75270.83,6894.81,68948.08
2019-02-10,2019,7423.35,74233.52,6799.79,67997.9
2019-02-11,2019,7727.4,77274.01,7078.3,70782.99
2019-02-12,2019,7523.24,75232.4,6891.29,68912.88
2019-02-13,2019,7529.41,75294.05,6896.94,68969.35
